id,entri,induk_entri,jenis,kategori_saran,saran
85438,kepenajaan,taja,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
61966,kepengarangan,karang (2),turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
62694,kepengecutan,kecut (1),turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
89230,kepenontonan,tonton,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
89752,kepenulisan,tulis,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
63996,kerang-kerot,kerot,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
63682,kerang-keruk,kerang,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
66953,keras,langit,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
63721,keras-mengerasi,keras (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
63975,kerobat-kerabit,kerobat,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
81759,kesemaran,semara,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
81874,kesemena-menaan,semena,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
91803,kesewenang-wenangan,wenang,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
83555,ke sini,sini,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
83683,ke sisi,sisi,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
84657,ke sungai,sungai,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
86024,ke tanah,tanah (1),turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
64227,ketap-ketip,ketip (3),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
87897,ke tengah,tengah (1),turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
88074,ke tepi,tepi,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
78604,keterepasan,repas,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
55959,ketergesa-gesaan,gesa,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
42187,keterpelajaran,ajar,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
82311,ketidaksenonohan,senonoh,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
91325,keusahawanan,usaha,turunan,konfiks-ke-an,Tambahkan tagar ke-an (konfiks).
65534,kuas-kais,kuas (3),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
66668,lama-kelamaan,lama,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
67110,lantung-lantang,lantung (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
67374,laserasi,laser,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
67430,lauk-pauk,lauk,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
66566,lelaki,laki,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
66577,lelakon,lakon,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
66954,lelangit,langit,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
68578,lembut,lidah (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
68151,lenggak-lenggok,lenggok,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68248,lentang-lentok,lentok,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68236,lentang-lentung,lentang (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68409,letah-letai,letai,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68500,liang-liuk,liang (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68501,liang-liut,liang (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68936,liat-liut,liut (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
67108,lontang-lantung,lantung (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
69080,lopak-lapik,lopak (3),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
69431,maaf-memaafkan,maaf,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
70661,mau(pun) ... mau(pun),mau,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
42183,membelajarkan,ajar,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
76389,memontang-mantingkan,pontang-panting,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
76403,memorak-perandakan,porak-peranda,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
42179,mempelajari,ajar,turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
51554,memperdalam,dalam-dalam,turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
90969,memperundungkan,undung-undung (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
51548,mendalam,dalam-dalam,turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
51549,mendalami,dalam-dalam,turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
51550,mendalamkan,dalam-dalam,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
43039,mengambungambungkan,ambung (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
61571,mengamitkan,kamit-kamit,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
62129,mengasihani,kasih (1),turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
46925,mengebelakangkan,belakang,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
49071,mengebumikan,bumi,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
52459,mengedepan,depan,turunan,alomorf-menge,Tambahkan tagar meng + an; pastikan induk monosuku kata.
52460,mengedepankan,depan,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
53810,mengempat puluh hari,empat,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
76563,mengemprit,prit,turunan,alomorf-menge,Tambahkan tagar meng; pastikan induk monosuku kata.
71692,mengemuka,muka,turunan,alomorf-menge,Tambahkan tagar meng; pastikan induk monosuku kata.
71693,mengemukakan,muka,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
80336,mengesampingkan,samping (1),turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
83556,mengesinikan,sini,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
83684,mengesisikan,sisi,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
85378,mengetahui,tahu (1),turunan,alomorf-menge,Tambahkan tagar meng + i; pastikan induk monosuku kata.
86025,mengetanahkan,tanah (1),turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
87898,mengetengahi,tengah (1),turunan,alomorf-menge,Tambahkan tagar meng + i; pastikan induk monosuku kata.
87899,mengetengahkan,tengah (1),turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
88075,mengetepikan,tepi,turunan,alomorf-menge,Tambahkan tagar meng + kan; pastikan induk monosuku kata.
55379,menggeliang-geliutkan,geliang,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
57807,menghitam-memutihkan,hitam putih,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
64781,mengocar-ngacirkan,kocar-kacir,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
65378,mengotak-ngatikkan,kotak-katik,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
65624,mengucar-ngacirkan,kucar-kacir,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
66211,mengutak-ngatikkan,kutak,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
88573,menikung,tikungan,turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
44079,menyearahkan,arah (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
45014,menyebadani,badan,turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
46901,menyebelah,belah (1),turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
46903,menyebelahi,belah (1),turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
46904,menyebelahkan,belah (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
52497,menyederajatkan,derajat (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
53235,menyedua,dua (1),turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
53236,menyeduai,dua (1),turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
53237,menyeduakan,dua (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
58743,menyeimbangkan,imbang (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
59532,menyejajarkan,jajar (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
81437,menyelang-nyelingkan,selang-seling,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
67272,menyelaraskan,laras (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
71689,menyemukakan,muka,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
73213,menyepadan,padan (1),turunan,prefiks-meng,Tambahkan tagar meng + an; cek peluluhan KPST dan kecocokan induk.
77443,menyeragamkan,ragam (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
77781,menyerangkaikan,rangkai,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
77994,menyeratakan,rata (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
78017,menyeratus,ratus (1),turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
78440,menyerempak,rempak (1),turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
78544,menyerentakkan,rentak (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
78747,menyeribu,ribu,turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
79328,menyerumahkan,rumah,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
79479,menyerupa,rupa,turunan,prefiks-meng,Tambahkan tagar meng; cek peluluhan KPST dan kecocokan induk.
79480,menyerupai,rupa,turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
79481,menyerupakan,rupa,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
84190,menyesuaikan,suai (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
86588,menyetarafkan,taraf,turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
86579,menyetarakan,tara (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
88687,menyetimbangkan,timbang (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
89473,menyetubuhi,tubuh,turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
89547,menyetujui,tuju (1),turunan,prefiks-meng,Tambahkan tagar meng + i; cek peluluhan KPST dan kecocokan induk.
89548,menyetujukan,tuju (1),turunan,prefiks-meng,Tambahkan tagar meng + kan; cek peluluhan KPST dan kecocokan induk.
78422,meremeh-temehkan,remeh,turunan,reduplikasi-meng,Tambahkan tagar meng + kan; validasi pola reduplikasi/alomorf meN- secara manual.
78518,merenggang gawai,renggang (2),turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
73242,napinadar,padar,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
49292,ngabuburit,burit (2),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
72828,olang-alingan,olang-aling (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
68579,panjang,lidah (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
51555,pedalaman,dalam-dalam,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
74647,pekik-pekuk,pekik,turunan,reduplikasi-peng,Tambahkan tagar peng; validasi pola reduplikasi/alomorf peN- secara manual.
42178,pelajar,ajar,turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
42182,pelajaran,ajar,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
42184,pembelajar,ajar,turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
42185,pembelajaran,ajar,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
42180,pemelajar,ajar,turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
42181,pemelajaran,ajar,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
49916,pemercantik,cantik (1),turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
50484,pemercepat,cepat,turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
50991,pemercontoh,contoh,turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
50992,pemercontohan,contoh,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
57395,pemerhati,hati,turunan,prefiks-peng,Tambahkan tagar peng + i; cek peluluhan KPST dan kecocokan induk.
57396,pemerhatian,hati,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
72832,pemerolehan,oleh,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
73984,pemerpanjangan,panjang,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
80832,pemersatu,satu,turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
80833,pemersatuan,satu,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
85305,pemertahanan,tahan (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
51551,pendalaman,dalam-dalam,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
86924,penertawaan,tawa,turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
52461,pengedepanan,depan,turunan,alomorf-penge,Tambahkan tagar peng + an; pastikan induk monosuku kata.
71694,pengemuka,muka,turunan,alomorf-penge,Tambahkan tagar peng; pastikan induk monosuku kata.
71695,pengemukaan,muka,turunan,alomorf-penge,Tambahkan tagar peng + an; pastikan induk monosuku kata.
85379,pengetahuan,tahu (1),turunan,alomorf-penge,Tambahkan tagar peng + an; pastikan induk monosuku kata.
86026,pengetanahan,tanah (1),turunan,alomorf-penge,Tambahkan tagar peng + an; pastikan induk monosuku kata.
89975,penunggangang,tunggang (3),turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
44080,penyearah,arah (1),turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
58745,penyeimbangan,imbang (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
59533,penyejajaran,jajar (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
67273,penyelarasan,laras (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
77444,penyeragaman,ragam (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
84191,penyesuaian,suai (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
86580,penyetara,tara (1),turunan,prefiks-peng,Tambahkan tagar peng; cek peluluhan KPST dan kecocokan induk.
86581,penyetaraan,tara (1),turunan,prefiks-peng,Tambahkan tagar peng + an; cek peluluhan KPST dan kecocokan induk.
84996,penyusur bayar,susur (3),turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
75347,pernak-pernik,pernik,turunan,reduplikasi-peng,Tambahkan tagar peng; validasi pola reduplikasi/alomorf peN- secara manual.
75657,piat-piut,piat (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
76276,polang-paling,polang,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
76517,premanisme,preman (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
76518,premanisme,preman (2),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
77984,purata,rata (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
78196,redep-redup,redup,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
78397,rembah-rembih,rembah (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
78420,remeh-cemeh,remeh,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
78419,remeh-temeh,remeh,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
77696,reramuan,ramu,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
77763,rerangka,rangka (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
77882,reranting,ranting,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
78774,rerimbun,rimbun,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
79208,reruku,ruku (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
79381,rerumputan,rumput,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
79448,reruntuhan,runtuh,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
78995,rompang-romping,rompang (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
80774,sasarannya,sasar (4),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
80983,sayur-mayur,sayur,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
42242,seakal budi,akal,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
46748,seberapa,beberapa,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
81142,segan-menyegani,segan,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
46980,selar-belar,belar,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
81680,seluk-semeluk,seluk (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
69850,semaksimal mungkin,maksimal,turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
83352,semilir,silir (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
82155,senggang-tenggang,senggang,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
73361,sepemagutan,pagut (2),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
73491,sepemakai,pakai,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
73694,sepemanah,panah,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
73810,sepemandangan,pandang,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
73863,sepemanggil,panggil,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
74786,sepemeluk,peluk (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
74787,sepemelukan,peluk (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
86037,sepenanak,tanak,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
86356,sepenanggungan,tanggung (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
86414,sepenangkap,tangkap,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
88800,sepeninggal,tinggal,turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
78020,seperseratus,ratus (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
77449,seragam sebahu,ragam (2),turunan,frasa-spasi,"Tinjau manual: frasa/spasi. Verifikasi apakah tetap jenis turunan; jika ya, tetapkan tagar afiks dominan secara manual."
82709,serak-serik,serik (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
82636,serba-serbi,serba (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
82794,serta-menyertai,serta (2),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
82874,sesal-menyesali,sesal,turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
82186,sesengggukan,sengguk (2),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
83271,silakanlah,sila (1),turunan,manual-lain,Tinjau manual kasus tidak beraturan (serapan/arkais/idiom/zero-derivation).
83350,silir-semilir,silir (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
83461,sinar-seminar,sinar (1),turunan,reduplikasi-lain,"Tinjau manual: reduplikasi variasi bunyi/idiomatik. Pilih antara R, R-an, R-nya, atau gabungan dengan prefiks."
