etim_id,indeks,etim_homonim,entri_homonim_saat_ini,bahasa,arti_asal,rekomendasi_entri_id,rekomendasi_entri,catatan
"241","afwah","1","","Arab","tuah (oleh kesucian) (blessing (doubtful entry))","471","afwah","skor makna 0.500 → entri_id=471"
"242","agama","1","","Sanskerta","ajaran, sistem yang mengatur tata keimanan (kepercayaan) dan","486","agama","skor makna 0.950 → entri_id=486"
"243","agamawi","1","","","bersifat agama; religius (religious person)","490","agamawi","skor makna 0.375 → entri_id=490"
"244","agamet","1","","Inggris","sel tunggal yang mampu berkembang biak tanpa perkawinan (aga","493","agamet","skor makna 0.615 → entri_id=493"
"245","agami","1","","Belanda","kelompok manusia yang tidak mempunyai peraturan yang menghar","494","agami","skor makna 0.625 → entri_id=494"
"246","agamis","1","","","(-) (religious (person))","495","agamis","skor rendah (0.000) — review manual"
"247","agamogenesis","1","","Inggris","perkembangbiakan tanpa perkawinan (agamogenesis)","498","agamogenesis","skor makna 0.500 → entri_id=498"
"248","agape","1","","Yunani","perjamuan persaudaraan yang dilangsungkan sesudah ibadat eka","508","agape","skor makna 0.800 → entri_id=508"
"249","agar","1","","Persia","kata penghubung untuk menandai harapan; supaya (in order to)","509","agar","skor makna 0.857 → entri_id=509"
"250","agen","1","","Belanda","orang atau perusahaan perantara yang mengusahakan penjualan ","517","agen","skor makna 0.394 → entri_id=517"
"251","agenda","1","","Belanda","buku catatan yang bertanggal untuk satu tahun (agenda)","518","agenda","skor makna 0.467 → entri_id=518"
"252","agens","1","","Belanda","nomina yang menampilkan perbuatan atau yang menyebabkan atau","519","agens","skor makna 0.667 → entri_id=519"
"253","agensi","1","","Belanda","kantor agen (agency)","520","agensi","skor makna 0.167 → entri_id=520"
"254","agentif","1","","Belanda","bersifat pelaku; sebagai pelaku (agentive)","521","agentif","skor makna 0.429 → entri_id=521"
"255","agitasi","1","","Belanda","hasutan kepada orang banyak (untuk mengadakan huru-hara, pem","528","agitasi","skor makna 0.643 → entri_id=528"
"256","agitatif","1","","Inggris","bersifat agitasi (tentang tulisan, pidato, dsb.); bersifat m","529","agitatif","skor makna 0.700 → entri_id=529"
"257","agitator","1","","Belanda","orang yang melakukan agitasi; penghasut (agitator)","530","agitator","skor makna 0.625 → entri_id=530"
"258","aglikon","1","","Inggris","senyawa organik (seperti fenol atau alkohol) yang bersenyawa","533","aglikon","skor makna 0.545 → entri_id=533"
"259","aglomerasi","1","","Belanda","pengumpulan atau pemusatan dalam lokasi atau kawasan tertent","535","aglomerasi","skor makna 0.219 → entri_id=535"
"260","aglomerat","1","","Belanda","gumpalan batuan yang terdiri atas komponen batu bersudut, ba","536","aglomerat","skor makna 0.656 → entri_id=536"
"261","aglutinasi","1","","Belanda","penggumpalan butir-butir darah merah, bakteri, tepung sari, ","537","aglutinasi","skor makna 0.425 → entri_id=537"
"262","aglutinat","1","","Inggris","lekatan bersama menjadi massa, digunakan sebagai tes untuk m","538","aglutinat","skor makna 0.864 → entri_id=538"
"263","aglutinatif","1","","Inggris","berkaitan dengan aglutinasi (agglutinative)","539","aglutinatif","skor makna 0.500 → entri_id=539"
"264","aglutinin","1","","Inggris","substansi yang dapat menyebabkan penggumpalan bakteri atau s","540","aglutinin","skor makna 0.455 → entri_id=540"
"265","agnosia","1","","Inggris","ketidaksanggupan mengenali benda dan artinya, biasanya diseb","543","agnosia","skor makna 0.824 → entri_id=543"
"266","agnostik","1","","Inggris","orang yang berpandangan bahwa kebenaran tertinggi (misalnya ","544","agnostik","skor makna 0.824 → entri_id=544"
"267","agnostisisme","1","","Belanda","paham yang mempertahankan pendirian bahwa manusia itu kekura","545","agnostisisme","skor makna 0.818 → entri_id=545"
"268","agogo","1","","Prancis","tarian yang diiringi dengan musik pop di kelab malam, diskot","546","agogo","skor makna 0.588 → entri_id=546"
"271","agorafobia","1","","Inggris","fobia terhadap keramaian atau kerumunan (orang) (agoraphobia","555","agorafobia","skor makna 0.667 → entri_id=555"
"272","agradasi","1","","Belanda","proses peninggian tanah karena endapan bahan yang berasal da","557","agradasi","skor makna 0.733 → entri_id=557"
"273","agrafia","1","","Inggris","ketidakmampuan menulis sebagai akibat kerusakan atau luka pa","558","agrafia","skor makna 0.643 → entri_id=558"
"274","agraris","1","","Belanda","mengenai pertanian atau tanah pertanian (agrarian)","562","agraris","skor makna 0.333 → entri_id=562"
"275","agregasi","1","","Belanda","pengumpulan sejumlah benda yang terpisah-pisah menjadi satu ","563","agregasi","skor makna 0.364 → entri_id=563"
"276","agregat","1","","Belanda","hasil proses agregasi (aggregate)","564","agregat","skor makna 0.071 → entri_id=564"
"277","agresi","1","","Belanda","penyerangan suatu negara terhadap negara lain; serangan (agg","566","agresi","skor makna 0.171 → entri_id=566"
"278","agresif","1","","Belanda","bersifat atau bernafsu menyerang (aggressive)","567","agresif","skor makna 0.250 → entri_id=567"
"279","agresivitas","1","","Belanda","keagresifan (aggressiveness)","568","agresivitas","skor makna 0.200 → entri_id=568"
"280","agresor","1","","Belanda","orang atau negara yang menyerang pihak lain; penyerang (aggr","569","agresor","skor makna 0.667 → entri_id=569"
"281","agribisnis","1","","Inggris","","571","agribisnis","skor rendah (0.000) — review manual"
"282","agriologi","1","","Inggris","pengkajian sejarah dan adat istiadat suku primitif (agriolog","573","agriologi","skor makna 0.700 → entri_id=573"
"283","agrisilvikultur","1","","","pertanian rakyat yang dilakukan di areal kehutanan (agrofore","576","agrisilvikultur","skor makna 0.500 → entri_id=576"
"284","agrobis","1","","Inggris","agrobisnis","581","agrobis","skor makna 1.000 → entri_id=581"
"285","agrobisnis","1","","Inggris","usaha yang berhubungan dengan (tanah) pertanian (agribusines","582","agrobisnis","skor makna 0.857 → entri_id=582"
"286","agroekonomi","1","","","hal ihwal ekonomi yang bersangkutan dengan pertanian (econom","583","agroekonomi","skor makna 0.538 → entri_id=583"
"287","agroekosistem","1","","","pertanian yang bersifat hubungan timbal balik antara sekelom","584","agroekosistem","skor makna 0.724 → entri_id=584"
"288","agrogeologi","1","","Belanda","ilmu tentang lapisan muka bumi (tanah dsb.) untuk usaha pert","589","agrogeologi","skor makna 0.667 → entri_id=589"
"289","agroikos","1","","Yunani","pelaku yang berperan sebagai pemain yang menjadi bulan-bulan","590","agroikos","skor makna 0.688 → entri_id=590"
"290","agroindustri","1","","","industri di bidang pertanian (agricultural industry)","591","agroindustri","skor makna 0.375 → entri_id=591"
"291","agrokimia","1","","","bahan kimia untuk pertanian, misalnya insektisida (chemicals","592","agrokimia","skor makna 0.429 → entri_id=592"
"292","agronom","1","","Belanda","pakar agronomi (agronomist)","595","agronom","skor makna 0.333 → entri_id=595"
"293","agronomi","1","","Belanda","cabang ilmu pertanian yang berkenaan dengan teori dan prakti","596","agronomi","skor makna 0.789 → entri_id=596"
"294","agrostologi","1","","Inggris","ilmu tentang jenis rumput, klasifikasi, serta pengelolaan da","602","agrostologi","skor makna 0.750 → entri_id=602"
"295","agrowisata","1","","Sanskerta","wisata yang sasarannya pertanian (perkebunan, kehutanan, dsb","605","agrowisata","skor makna 0.636 → entri_id=605"
"296","agus","1","","Belanda","kata sapaan kepada anak laki-laki","611","agus","skor makna 0.625 → entri_id=611"
"297","Agustus","1","","Belanda","bulan ke-8 tarikh Masehi (31 hari) (August)","612","Agustus","skor makna 0.500 → entri_id=612"
"298","ah","1","","Arab","kata seru yang menyatakan perasaan kecewa, menyesal, keheran","615","ah","skor makna 0.909 → entri_id=615"
"299","Ahad","1","","Arab","hari pertama dalam jangka waktu satu minggu; Minggu (Sunday)","617","Ahad","skor makna 0.538 → entri_id=617"
"300","Ahad","2","","Arab","hari pertama dalam jangka waktu satu minggu; Minggu (a Trad.","617","Ahad","skor makna 0.412 → entri_id=617"
"301","Ahad","3","","Arab","hari pertama dalam jangka waktu satu minggu; Minggu (somebod","617","Ahad","skor makna 0.500 → entri_id=617"
"302","ahadiat","1","","","keesaan (tentang Tuhan)","618","ahadiat","skor makna 0.750 → entri_id=618"
"303","ahimsa","1","","Sanskerta","ajaran agama Hindu dan Buddha untuk tidak menyakiti makhluk ","620","ahimsa","skor makna 0.619 → entri_id=620"
"304","ahistoris","1","","Belanda","berlawanan dengan sejarah (ahistorical)","621","ahistoris","skor makna 0.750 → entri_id=621"
"305","ahkam","1","","Arab","hukum; undang-undang (laws)","622","ahkam","skor makna 0.667 → entri_id=622"
"307","ahlulbait","1","","Arab","ahli bait (household (of the Prophet))","626","ahlulbait","skor makna 0.200 → entri_id=626"
"308","ahlulkitab","1","","Arab","ahli kitab (possessors of Scripture (i.e. Jews and Christian","627","ahlulkitab","skor makna 0.286 → entri_id=627"
"309","ahlulkubur","1","","Arab","ahli kubur (denizens of the graves, the dead)","628","ahlulkubur","skor makna 0.333 → entri_id=628"
"310","ahlunujum","1","","Arab","ahli nujum (astrologers)","629","ahlunujum","skor makna 0.667 → entri_id=629"
"311","ahlusuluk","1","","Arab","ahli suluk (mystics)","630","ahlusuluk","skor makna 0.667 → entri_id=630"
"312","ahmak","1","","Arab","bodoh; kurang pikir (dull-witted)","632","ahmak","skor makna 0.600 → entri_id=632"
"313","ahmar","1","","Arab","merah (red)","633","ahmar","skor makna 0.500 → entri_id=633"
"314","ahwal","1","","","keadaan","636","ahwal","skor makna 1.000 → entri_id=636"
"315","aib","1","","Arab","malu (shame, disgrace; flaw)","639","aib","skor makna 0.125 → entri_id=639"
"318","aja","1","","Sanskerta","sebutan putri bangsawan (Deli)","661","aja","skor makna 1.000 → entri_id=661"
"322","ajal","1","","Arab","batas hidup yang telah ditentukan Tuhan, saat mati, janji ak","671","ajal","skor makna 0.833 → entri_id=671"
"323","ajektiva","1","","Belanda","","676","ajektiva","skor rendah (0.000) — review manual"
"324","ajir","1","","Arab","sepotong kayu dsb. yang ditancapkan di tanah untuk merambatk","686","ajir","skor makna 0.818 → entri_id=686"
"325","ajnabi","1","","Arab","orang asing (not ‘muhrim’ (so that marriage is not forbidden","688","ajnabi","skor makna 0.100 → entri_id=688"
"326","ajnas","1","","Arab","jenis; rupa; macam (kinds)","689","ajnas","skor makna 0.750 → entri_id=689"
"327","ajudan","1","","Belanda","perwira yang diperbantukan kepada raja, presiden, atau perwi","694","ajudan","skor makna 0.818 → entri_id=694"
"328","ajufan","1","","Inggris","(-) (adjuvant)","695","ajufan","skor rendah (0.000) — review manual"
"331","ajuster","1","","Inggris","(-) (adjuster (insurance))","706","ajuster","skor rendah (0.000) — review manual"
"333","akademi","1","","Belanda","lembaga pendidikan tinggi, kurang lebih 3 tahun lamanya, yan","709","akademi","skor makna 0.407 → entri_id=709"
"335","akademik","1","","Inggris","akademis (academic)","711","akademik","skor makna 0.500 → entri_id=711"
"336","akademikus","1","","Belanda","orang yang berpendidikan tinggi (university man)","712","akademikus","skor makna 0.364 → entri_id=712"
"337","akademis","1","","Belanda","mengenai (berhubungan dengan) akademi (academic)","713","akademis","skor makna 0.267 → entri_id=713"
"338","akademisi","1","","Belanda","orang yang berpendidikan tinggi (college or university alumn","714","akademisi","skor makna 0.333 → entri_id=714"
"339","akaid","1","","Arab","kepercayaan agama yang telah pasti dan tidak boleh dipersoal","715","akaid","skor makna 0.917 → entri_id=715"
"340","akak","1","","Tamil","kakak (elder sister)","716","akak","skor makna 0.125 → entri_id=716"
"341","akal","1","","Arab","daya pikir (untuk memahami sesuatu dsb.); pikiran; ingatan (","717","akal","skor makna 0.364 → entri_id=717"
"342","akapela","1","","Italia","paduan suara tanpa iringan alat musik yang lazim dilakukan d","722","akapela","skor makna 0.917 → entri_id=722"
"344","akasa","1","","Sanskerta","","734","akasa","skor rendah (0.000) — review manual"
"345","akasia","1","","Belanda","pohon, tinggi hingga 20 m, bunganya berwarna kuning atau put","735","akasia","skor makna 0.857 → entri_id=735"
"346","akatalepsia","1","","Inggris","keterbatasan daya penangkapan; kedunguan (acatalepsia)","737","akatalepsia","skor makna 0.571 → entri_id=737"
"347","akbar","1","","Arab","besar (great)","738","akbar","skor makna 0.500 → entri_id=738"
"348","akekah","1","","Arab","","740","akekah","skor rendah (0.000) — review manual"
"349","akene","1","","Inggris","buah kering yang hanya berbiji satu, setelah matang kulit bu","741","akene","skor makna 0.789 → entri_id=741"
"350","akhbar","1","","Arab","kabar; berita (news, newspaper)","743","akhbar","skor makna 0.333 → entri_id=743"
"351","akhir","1","","Arab","belakang; yang belakang sekali; kemudian (last)","744","akhir","skor makna 0.571 → entri_id=744"
"352","akhirat","1","","Arab","alam setelah kehidupan di dunia; alam baka (next world)","745","akhirat","skor makna 0.714 → entri_id=745"
"353","akhirusanah","1","","Arab","akhir tahun (end of year)","747","akhirusanah","skor makna 0.500 → entri_id=747"
"354","akhlak","1","","Arab","budi pekerti; kelakuan (morals)","748","akhlak","skor makna 0.750 → entri_id=748"
"355","akhlas","1","","Arab","","750","akhlas","skor rendah (0.000) — review manual"
"356","akhtaj","1","","Persia","orang yang takluk (vassal)","751","akhtaj","skor makna 0.750 → entri_id=751"
"357","akhwan","1","","Arab","","752","akhwan","skor rendah (0.000) — review manual"
"359","akibat","1","","Arab","sesuatu yang merupakan akhir atau hasil suatu peristiwa (pem","756","akibat","skor makna 0.929 → entri_id=756"
"360","akidah","1","","Arab","kepercayaan dasar; keyakinan pokok (belief)","757","akidah","skor makna 0.800 → entri_id=757"
"361","akik","1","","Arab","batu berwarna yang dijadikan permata cincin dsb. (agate)","758","akik","skor makna 0.438 → entri_id=758"
"362","akikah","1","","Arab","penyembelihan ternak (seperti kambing atau lembu) sebagai pe","759","akikah","skor makna 0.594 → entri_id=759"
"363","akil","1","","Arab","berakal; cerdik; pandai (sharp witted)","760","akil","skor makna 0.600 → entri_id=760"
"364","aklamasi","1","","Belanda","pernyataan setuju secara lisan dari seluruh peserta rapat ds","767","aklamasi","skor makna 0.800 → entri_id=767"
"365","akli","1","","Arab","bersifat akal; berhubungan dengan akal (reasonable)","769","akli","skor makna 0.800 → entri_id=769"
"366","akliah","1","","Arab","masuk akal (mentality)","770","akliah","skor makna 0.667 → entri_id=770"
"367","aklimatisasi","1","","Belanda","penyesuaian (diri) dengan iklim, lingkungan, kondisi, atau s","772","aklimatisasi","skor makna 0.250 → entri_id=772"
"368","akmal","1","","Arab","amat sempurna; mahasempurna (most perfect)","773","akmal","skor makna 0.600 → entri_id=773"
"369","akolade","1","","Belanda","tanda kurung besar; kurung kurawal (curly brace)","775","akolade","skor makna 0.444 → entri_id=775"
"370","akomodasi","1","","Belanda","sesuatu yang disediakan untuk memenuhi kebutuhan, misalnya t","777","akomodasi","skor makna 0.326 → entri_id=777"
"371","akomodatif","1","","Inggris","bersifat dapat menyesuaikan diri (acommodative)","778","akomodatif","skor makna 0.800 → entri_id=778"
"374","akordeon","1","","Belanda","alat musik yang dapat dilipat yang dilengkapi dengan bilah g","785","akordeon","skor makna 0.810 → entri_id=785"
"377","akreditasi","1","","Inggris","penga terhadap lembaga pendidikan yang diberikan oleh badan ","788","akreditasi","skor makna 0.559 → entri_id=788"
"378","akriflavina","1","","Latin","hablur cokelat pembasmi kuman dan pencegah infeksi (acriflav","790","akriflavina","skor makna 0.636 → entri_id=790"
"379","akrilat","1","","Belanda","ester atau garam yang mengandung gugus CH₂=CHCOO atau ion CH","791","akrilat","skor makna 0.667 → entri_id=791"
"380","akrilik","1","","Inggris","berkaitan dengan atau terbuat dari polimer ester poliakrilat","792","akrilik","skor makna 0.444 → entri_id=792"
"381","akrobat","1","","Belanda","kemahiran dalam melakukan berbagai ketangkasan (seperti berj","795","akrobat","skor makna 0.762 → entri_id=795"
"382","akrobatik","1","","Belanda","pertunjukan atau peragaan yang dilakukan seorang pemain akro","796","akrobatik","skor makna 0.533 → entri_id=796"
"383","akrofobia","1","","Yunani","fobia berada di tempat yang tinggi (acrophobia (fear of heig","800","akrofobia","skor makna 0.385 → entri_id=800"
"384","akromegali","1","","Belanda","penyakit yang ditandai dengan membesarnya ujung anggota bada","807","akromegali","skor makna 0.778 → entri_id=807"
"385","akrometer","1","","Inggris","alat untuk mengukur kerapatan minyak (acrometer)","808","akrometer","skor makna 0.625 → entri_id=808"
"386","akromion","1","","Inggris","tulang pada bahu yang dibentuk oleh tonjolan lateral dari tu","809","akromion","skor makna 0.769 → entri_id=809"
"387","akronim","1","","Belanda","kependekan yang berupa gabungan huruf atau suku kata atau ba","810","akronim","skor makna 0.867 → entri_id=810"
"388","aksa","1","","Arab","jauh (distant)","820","aksa","skor makna 0.500 → entri_id=820"
"389","aksara","1","","Sanskerta","sistem tanda grafis yang digunakan manusia untuk berkomunika","821","aksara","skor makna 0.619 → entri_id=821"
"390","akseleran","1","","Inggris","zat yang digunakan untuk mempercepat suatu proses (acceleran","824","akseleran","skor makna 0.700 → entri_id=824"
"391","akselerasi","1","","Belanda","proses mempercepat (acceleration)","825","akselerasi","skor makna 0.182 → entri_id=825"
"392","akselerator","1","","Belanda","sesuatu (sarana) yang dapat menambah kecepatan (accelerator)","827","akselerator","skor makna 0.429 → entri_id=827"
"393","akselerometer","1","","Inggris","alat untuk mengukur percepatan (accelerometer)","829","akselerometer","skor makna 0.800 → entri_id=829"
"394","aksen","1","","Belanda","tekanan suara pada kata atau suku kata (accent)","830","aksen","skor makna 0.286 → entri_id=830"
"395","aksentologi","1","","Inggris","telaah sistematis tentang tekanan (accentology)","832","aksentologi","skor makna 0.800 → entri_id=832"
"396","aksentuasi","1","","Belanda","pemberian tekanan suara pada suku kata atau kata (accentuati","833","aksentuasi","skor makna 0.333 → entri_id=833"
"397","aksep","1","","Belanda","surat pengakuan utang (bill of payment)","834","aksep","skor makna 0.333 → entri_id=834"
"398","akseptabel","1","","Belanda","dapat atau pantas diterima; berterima (acceptable)","835","akseptabel","skor makna 0.455 → entri_id=835"
"399","akseptabilitas","1","","Inggris","hal dapat masuk (acceptability)","836","akseptabilitas","skor makna 0.375 → entri_id=836"
"402","akseptasi","1","","Belanda","penerimaan; pembenaran (acceptance)","837","akseptasi","skor makna 0.125 → entri_id=837"
"403","akseptor","1","","Inggris","orang yang menerima serta mengikuti (pelaksanaan) program ke","838","akseptor","skor makna 0.225 → entri_id=838"
"405","aksesibilitas","1","","Inggris","hal dapat dijadikan akses; hal dapat dikaitkan; keterkaitan ","842","aksesibilitas","skor makna 0.600 → entri_id=842"
"406","aksesori","1","","Inggris","barang tambahan; alat ekstra (accessory)","843","aksesori","skor makna 0.200 → entri_id=843"
"407","aksi","1","","Belanda","gerakan (action; pretence)","844","aksi","skor makna 0.053 → entri_id=844"
"408","aksila","1","","Inggris","sudut antara tangkai daun dan batang tempat tunas tumbuh; ke","846","aksila","skor makna 0.769 → entri_id=846"
"409","aksiologi","1","","Inggris","kegunaan ilmu pengetahuan bagi kehidupan manusia (theory of ","847","aksiologi","skor makna 0.375 → entri_id=847"
"410","aksioma","1","","Belanda","pernyataan yang dapat diterima sebagai kebenaran tanpa pembu","848","aksioma","skor makna 0.667 → entri_id=848"
"411","aksiomatis","1","","Belanda","dapat diterima sebagai kebenaran tanpa pembuktian; bersifat ","849","aksiomatis","skor makna 0.667 → entri_id=849"
"412","aksis","1","","Inggris","poros (axis)","850","aksis","skor makna 0.250 → entri_id=850"
"413","akson","1","","Belanda","tonjolan serat saraf yang dimulai pada sel saraf (axon)","851","akson","skor makna 0.389 → entri_id=851"
"414","aksostil","1","","Inggris","filamen penunjang, membujur di tengah-tengah tubuh, terdapat","853","aksostil","skor makna 0.909 → entri_id=853"
"415","akta","1","","Belanda","surat tanda bukti berisi pernyataan (keterangan, pengakuan, ","854","akta","skor makna 0.821 → entri_id=854"
"416","akte","1","","Belanda","","855","akte","skor rendah (0.000) — review manual"
"417","aktentas","1","","Belanda","tas tempat menyimpan surat-surat penting (brief case)","856","aktentas","skor makna 0.714 → entri_id=856"
"418","aktif","1","","Belanda","giat (bekerja, berusaha) (active)","857","aktif","skor makna 0.094 → entri_id=857"
"419","aktinida","1","","Inggris","kelompok unsur berat radioaktif, mulai dari aktinium ke atas","859","aktinida","skor makna 0.727 → entri_id=859"
"420","aktinik","1","","Inggris","dihasilkan oleh kerja kimiawi cahaya matahari atau sinar ult","860","aktinik","skor makna 0.786 → entri_id=860"
"421","aktinisme","1","","Inggris","radians terhadap perubahan kimia yang diakibatkan oleh radia","861","aktinisme","skor makna 0.727 → entri_id=861"
"422","aktinium","1","","Belanda","unsur logam radioaktif berderajat tiga, menyerupai lantanum ","862","aktinium","skor makna 0.875 → entri_id=862"
"423","aktinokimia","1","","","cabang ilmu kimia tentang perubahan kimia oleh cahaya mataha","867","aktinokimia","skor makna 0.625 → entri_id=867"
"424","aktinolit","1","","Belanda","varietas mineral hornblenda (actinolite)","868","aktinolit","skor makna 0.429 → entri_id=868"
"425","aktinometer","1","","Belanda","alat untuk mengukur intensitas radiasi, khususnya radiasi ma","869","aktinometer","skor makna 0.875 → entri_id=869"
"426","aktip","1","","Belanda","","875","aktip","skor rendah (0.000) — review manual"
"427","aktiva","1","","Belanda","(harta) kekayaan, baik yang berupa uang maupun benda lain ya","876","aktiva","skor makna 0.952 → entri_id=876"
"428","aktivis","1","","Belanda","orang (terutama anggota organisasi politik, sosial, buruh, p","878","aktivis","skor makna 0.815 → entri_id=878"
"429","aktivisme","1","","Belanda","kegiatan (para) aktivis (activism)","879","aktivisme","skor makna 0.111 → entri_id=879"
"430","aktivitas","1","","Belanda","keaktifan; kegiatan (business)","880","aktivitas","skor makna 0.118 → entri_id=880"
"431","aktor","1","","Belanda","pria yang berperan sebagai pelaku dalam pementasan cerita, d","884","aktor","skor makna 0.600 → entri_id=884"
"432","aktris","1","","Belanda","wanita yang berperan sebagai pelaku dalam pementasan cerita ","885","aktris","skor makna 0.789 → entri_id=885"
"433","aktual","1","","Belanda","betul-betul ada (terjadi); sesungguhnya (topical; actual)","886","aktual","skor makna 0.182 → entri_id=886"
"434","aktualisasi","1","","Inggris","perihal mengaktualkan; pengaktualan (making topical)","887","aktualisasi","skor makna 0.375 → entri_id=887"
"435","aktuaris","1","","Belanda","ahli matematika dalam perusahaan asuransi yang menghitung-hi","889","aktuaris","skor makna 0.765 → entri_id=889"
"436","akua","1","","Latin","akuadestilata (distilled water)","892","akua","skor makna 0.333 → entri_id=892"
"437","akuades","1","","Latin","akuadestilata (distilled water)","893","akuades","skor makna 0.143 → entri_id=893"
"438","akuaduk","1","","Belanda","saluran air buatan (aquaduct)","895","akuaduk","skor makna 0.500 → entri_id=895"
"439","akuakultur","1","","Belanda","pembudidayaan air sehingga menghasilkan (ikan dsb.) (fish br","897","akuakultur","skor makna 0.375 → entri_id=897"
"440","akualung","1","","Inggris","alat bantu pernapasan untuk menyelam, ditaruh di atas punggu","898","akualung","skor makna 0.750 → entri_id=898"
"441","akuamarin","1","","Belanda","beril bening yang hijau kebiruan (aquamarine)","899","akuamarin","skor makna 0.500 → entri_id=899"
"442","akuarel","1","","Belanda","gambar yang biasanya dibuat dengan cat air transparan (aquar","901","akuarel","skor makna 0.667 → entri_id=901"
"443","akuaris","1","","Belanda","orang yang memelihara akuarium (aquarist)","902","akuaris","skor makna 0.500 → entri_id=902"
"444","akuarium","1","","Belanda","bak kaca (biasanya diberi tanaman air dsb.) tempat memelihar","903","akuarium","skor makna 0.786 → entri_id=903"
"445","akuatik","1","","Inggris","bertalian dengan air (aquatic)","906","akuatik","skor makna 0.500 → entri_id=906"
"446","akuifer","1","","Inggris","lapisan kulit bumi berpori yang dapat menahan air dan terlet","910","akuifer","skor makna 0.813 → entri_id=910"
"447","akuisisi","1","","Belanda","perolehan; pemerolehan (acquisition)","911","akuisisi","skor makna 0.069 → entri_id=911"
"448","akulturasi","1","","Belanda","percampuran dua kebudayaan atau lebih yang saling bertemu da","914","akulturasi","skor makna 0.250 → entri_id=914"
"449","akumulasi","1","","Belanda","pengumpulan; penimbunan; penghimpunan (accumulation)","915","akumulasi","skor makna 0.150 → entri_id=915"
"450","akumulatif","1","","Belanda","berkenaan dengan sesuatu yang terkumpul, tertimbun, terhimpu","916","akumulatif","skor makna 0.636 → entri_id=916"
"451","akumulator","1","","Belanda","alat untuk menyimpan energi listrik sehingga dapat digunakan","917","akumulator","skor makna 0.824 → entri_id=917"
"452","akun","1","","Inggris","kumpulan catatan transaksi keuangan; buku (account)","918","akun","skor makna 0.192 → entri_id=918"
"453","akuntan","1","","Belanda","ahli akuntansi yang bertugas menyusun, membimbing, mengawasi","921","akuntan","skor makna 0.692 → entri_id=921"
"454","akuntansi","1","","Inggris","teori dan praktik perakunan, termasuk tanggung jawab, prinsi","922","akuntansi","skor makna 0.433 → entri_id=922"
"455","akupunktur","1","","Belanda","pengobatan atau pemeriksaan orang sakit dengan tusuk jarum (","925","akupunktur","skor makna 0.909 → entri_id=925"
"456","akupunkturis","1","","","ahli pengobatan tusuk jarum (acupuncturist)","926","akupunkturis","skor makna 0.500 → entri_id=926"
"457","akur","1","","Belanda","mufakat; setuju; seia sekata; bersatu hati (to agree)","927","akur","skor makna 0.429 → entri_id=927"
"458","akurasi","1","","Inggris","kecermatan; ketelitian; ketepatan (accuracy)","928","akurasi","skor makna 0.500 → entri_id=928"
"459","akurat","1","","Belanda","teliti; saksama; cermat; tepat benar (accurate)","929","akurat","skor makna 0.556 → entri_id=929"
"460","akusatif","1","","Belanda","kasus yang menunjukkan fungsi sebagai objek langsung atau ob","931","akusatif","skor makna 0.688 → entri_id=931"
"461","akustik","1","","Belanda","mengenai atau berhubungan dengan organ pendengar, suara, ata","932","akustik","skor makna 0.300 → entri_id=932"
"462","akustika","1","","Yunani","cabang ilmu fisika yang menyelidiki penghasilan, pengendalia","933","akustika","skor makna 0.750 → entri_id=933"
"463","akut","1","","Belanda","timbul secara mendadak dan cepat memburuk (tentang penyakit)","934","akut","skor makna 0.348 → entri_id=934"
"464","akwal","1","","Arab","pembicaraan (words)","936","akwal","skor makna 0.500 → entri_id=936"
"465","al","1","","Arab","kata penentu, misalnya dalam kata *Alkitab* (Laut Muhit, the","937","al","skor makna 0.417 → entri_id=937"
"466","al","1","","Arab","kata penentu, misalnya dalam kata *Alkitab* (the (in Arab ph","937","al","skor makna 0.625 → entri_id=937"
"470","alabangka","1","","Portugis","linggis; perejang (lever)","942","alabangka","skor makna 0.667 → entri_id=942"
"471","alaf","1","","Arab","seribu (thousand, millenium)","944","alaf","skor makna 0.167 → entri_id=944"
"472","alaika salam","1","","Arab","semoga kedamaian menyertai Anda (may peace be upon you)","951","alaika salam","skor makna 0.500 → entri_id=951"
"473","alaikum salam","1","","Arab","semoga kedamaian menyertai Anda semua (sekalian) (may peace ","952","alaikum salam","skor makna 0.600 → entri_id=952"
"474","alalia","1","","Belanda","ketidakmampuan untuk berbicara karena kelainan atau kerusaka","955","alalia","skor makna 0.737 → entri_id=955"
"478","alamah","1","","Arab","orang yang sangat pandai (berilmu) (most erudite)","959","alamah","skor makna 0.714 → entri_id=959"
"479","alamas","1","","","intan","962","alamas","skor makna 1.000 → entri_id=962"
"480","alamat","1","","Arab","tanda; pertanda (tanda akan terjadi sesuatu) (sign)","963","alamat","skor makna 0.227 → entri_id=963"
"481","alamatulhayat","1","","Arab","tanda hidup (berupa surat, pemberian, dsb.) (sign of life)","964","alamatulhayat","skor makna 0.750 → entri_id=964"
"482","alami","1","","Arab","bersangkutan dengan alam; bersifat alam; wajar (natural)","965","alami","skor makna 0.833 → entri_id=965"
"483","alamiah","1","","Arab","alami (natural)","966","alamiah","skor makna 0.500 → entri_id=966"
"484","alamin","1","","Arab","alam semesta (the universe)","967","alamin","skor makna 0.500 → entri_id=967"
"485","alangkah","1","","Sanskerta","kata afektif penanda rasa heran, kagum, dsb.; betapa (alangk","975","alangkah","skor makna 0.727 → entri_id=975"
"486","alarm","1","","Belanda","tanda bahaya berupa sinyal, bunyi, sinar, dsb. (alarm)","985","alarm","skor makna 0.350 → entri_id=985"
